Date,Team,Elo
1986-06-06,Hungary,1824.7665936138026
1986-06-07,Spain,1820.8478851785706
1986-06-07,Poland,1718.7739571809068
1986-06-07,Mexico,1819.0796237326413
1986-06-07,Northern Ireland,1801.6911061159626
1986-06-07,Paraguay,1777.5689634931844
1986-06-07,Portugal,1747.5435932905832
1986-06-08,Scotland,1795.2444905602586
1986-06-08,Belgium,1715.6508911246053
1986-06-08,Denmark,1861.5769825827135
1986-06-08,Uruguay,1811.9750614471463
1986-06-08,Iraq,1669.926826029443
1986-06-09,Hungary,1835.4092053850848
1986-06-09,France,1928.0528099827166
1986-06-09,Canada,1565.1083233799552
1986-06-10,Bulgaria,1759.0831571370275
1986-06-10,Argentina,1809.185616700519
1986-06-10,Italy,1792.7552951349614
1986-06-10,South Korea,1663.6169368372714
1986-06-11,Iraq,1635.2780206164632
1986-06-11,Morocco,1718.0624655012796
1986-06-11,Belgium,1750.299696537585
1986-06-11,England,1885.535375690414
1986-06-11,Poland,1742.7081818440765
1986-06-11,Paraguay,1789.154306391952
1986-06-11,Mexico,1807.4942808338735
1986-06-11,Portugal,1723.6093686274135
1986-06-12,Spain,1857.705138053079
1986-06-12,Algeria,1648.1939428957808
1986-06-12,Brazil,1883.4735014209618
1986-06-12,Northern Ireland,1764.833853241454
1986-06-13,Uruguay,1776.323864157443
1986-06-13,Scotland,1779.6349592886002
1986-06-13,Denmark,1897.2281798724168
1986-06-15,Belgium,1761.6893261875919
1986-06-15,Bulgaria,1732.3988809469736
1986-06-15,Mexico,1817.8529263704534
1986-06-16,Argentina,1835.8698928905728
1986-06-16,Brazil,1933.1596165282383
1986-06-16,Uruguay,1784.9905220421774
1986-06-16,Poland,1721.9012382014212
1986-06-17,France,1981.6642478163806
1986-06-17,Morocco,1776.3273713462208
1986-06-17,Italy,1820.2451693990593
1986-06-18,Denmark,1929.0499804439778
1986-06-18,England,1906.3423193330693
1986-06-18,Spain,1894.1842904409466
1986-06-18,Paraguay,1777.7646767419453
1986-06-21,Mexico,1840.8810026889082
1986-06-21,Brazil,1949.2312133574578
1986-06-21,France,2018.7910669549906
1986-06-22,England,1928.551723266868
1986-06-22,Argentina,1853.6034906871491
1986-06-22,Belgium,1811.390982214643
1986-06-22,Spain,1971.2347277003018
1986-06-25,Argentina,1881.444088223845
1986-06-25,Belgium,1830.4076437946978
1986-06-25,France,2021.412775678637
1986-06-28,France,1950.7371652322706
1986-06-28,Belgium,1803.8241869936446
1986-06-29,Argentina,1908.0275450248982
1990-06-08,Cameroon,1674.2633859799237
1990-06-08,Argentina,1722.8552026212194
1990-06-09,Austria,1735.8517128576937
1990-06-09,United Arab Emirates,1565.0359029998929
1990-06-09,Romania,1855.3949422879855
1990-06-09,Italy,1916.7958874971323
1990-06-09,Colombia,1741.2286121011211
1990-06-10,Czechoslovakia,1800.825526031854
1990-06-10,United States,1588.5504572597715
1990-06-10,Brazil,1947.2656165866013
1990-06-10,Sweden,1917.3328393669644
1990-06-10,Yugoslavia,1827.8863034339865
1990-06-11,Scotland,1682.7369142739758
1990-06-11,England,1895.0657589105838
1990-06-11,Republic of Ireland,1846.5861857161665
1990-06-11,Costa Rica,1565.7929981368934
1990-06-12,South Korea,1784.787579969257
1990-06-12,Netherlands,1984.8663904117914
1990-06-12,Belgium,1808.770818388684
1990-06-12,Egypt,1702.3413984304138
1990-06-13,Argentina,1680.7537428636092
1990-06-13,Uruguay,1869.984972775135
1990-06-13,Spain,1874.9197484354518
1990-06-14,Romania,1918.0114820215
1990-06-14,Colombia,1776.5153166373764
1990-06-14,Yugoslavia,1804.9284511988849
1990-06-14,Cameroon,1716.3648457375339
1990-06-14,United States,1549.8704628983269
1990-06-14,Italy,1926.7310003562109
1990-06-15,Czechoslovakia,1839.5055203932986
1990-06-15,Austria,1725.916599998615
1990-06-15,United Arab Emirates,1529.7491984636376
1990-06-16,Brazil,1966.5416638260285
1990-06-16,Sweden,1898.0567921275372
1990-06-16,Costa Rica,1597.2548946715876
1990-06-16,Scotland,1651.2750177392816
1990-06-16,Netherlands,1960.8407015071186
1990-06-16,England,1882.972415054957
1990-06-17,Egypt,1726.3670873350866
1990-06-17,Spain,1882.929441160746
1990-06-17,Belgium,1838.3610824737718
1990-06-17,South Korea,1755.197315884169
1990-06-17,Republic of Ireland,1858.6795295717932
1990-06-17,Uruguay,1861.9752800498409
1990-06-18,Argentina,1732.907477730387
1990-06-18,Romania,1879.4767321521003
1990-06-18,Cameroon,1754.8995956069334
1990-06-19,Austria,1697.089363754038
1990-06-19,Colombia,1757.1246414252123
1990-06-19,United States,1546.2483855068474
1990-06-19,United Arab Emirates,1525.0004500075781
1990-06-19,Czechoslovakia,1868.3327566378757
1990-06-19,Italy,1930.3530777476903
1990-06-19,Yugoslavia,1824.319126411049
1990-06-20,Brazil,1970.3149991346518
1990-06-20,Sweden,1845.232710929456
1990-06-20,Costa Rica,1593.4815593629644
1990-06-20,Scotland,1704.0990989373627
1990-06-21,Egypt,1743.8898013464818
1990-06-21,Belgium,1873.6239455812854
1990-06-21,England,1881.0639898747843
1990-06-21,Spain,1924.345173619128
1990-06-21,South Korea,1713.781583425787
1990-06-21,Republic of Ireland,1841.156815560398
1990-06-21,Uruguay,1826.7124169423273
1990-06-21,Netherlands,1962.7491266872914
1990-06-23,Czechoslovakia,1842.9181452092434
1990-06-23,Costa Rica,1646.4844070926467
1990-06-23,Colombia,1778.9044158970726
1990-06-23,Cameroon,1687.3750207180715
1990-06-24,Argentina,1736.904681175204
1990-06-24,Brazil,1976.8136737200512
1990-06-24,Netherlands,1960.8870933196147
1990-06-25,Romania,1875.4795287072834
1990-06-25,Italy,1955.7676891763226
1990-06-25,Republic of Ireland,1843.0188489280747
1990-06-25,Uruguay,1855.596394271509
1990-06-26,Spain,1958.5719389766914
1990-06-26,England,1893.2669575569878
1990-06-26,Yugoslavia,1833.8986696115478
1990-06-26,Belgium,1839.397180223722
1990-06-30,Argentina,1789.4750306981541
1990-06-30,Italy,1977.374271212467
1990-06-30,Republic of Ireland,1837.259400941036
1990-06-30,Yugoslavia,1880.9812192921265
1990-07-01,Cameroon,1716.6437547863636
1990-07-01,Czechoslovakia,1859.049291604592
1990-07-01,England,1910.786271026275
1990-07-03,Argentina,1804.5175822991807
1990-07-03,Italy,1989.4135069721028
1990-07-04,England,1932.8506242776841
1990-07-07,Italy,1969.1614697296986
1990-07-07,England,1945.5946308192813
1990-07-08,Argentina,1824.769619541585
1994-06-17,Germany,1998.2376881646182
1994-06-17,Spain,1850.1172195818049
1994-06-17,Bolivia,1649.9433507479794
1994-06-17,South Korea,1745.3977874187615
1994-06-18,Colombia,1900.02095973081
1994-06-18,Switzerland,1880.1262251627222
1994-06-18,United States,1619.3000739156564
1994-06-18,Romania,1835.4641504862623
1994-06-18,Italy,1961.7926054766358
1994-06-18,Republic of Ireland,1820.4158503422059
1994-06-19,Morocco,1741.934199332125
1994-06-19,Belgium,1772.2083856914735
1994-06-19,Norway,1854.6736771618139
1994-06-19,Mexico,1806.3927556898955
1994-06-19,Sweden,1899.1378094133029
1994-06-19,Cameroon,1741.621776514739
1994-06-20,Russia,1855.4026946683398
1994-06-20,Saudi Arabia,1710.2853621827776
1994-06-20,Netherlands,1958.0672365306395
1994-06-20,Brazil,1929.963474554789
1994-06-21,Spain,1834.2369742553317
1994-06-21,Argentina,1875.92656500965
1994-06-21,Germany,2002.4615761643977
1994-06-21,Nigeria,1775.847219865024
1994-06-21,Greece,1660.3008615867966
1994-06-21,Bulgaria,1751.9560829002596
1994-06-22,Colombia,1835.1701238529033
1994-06-22,Switzerland,1867.153004994662
1994-06-22,United States,1632.2732940837166
1994-06-22,Romania,1900.314986364169
1994-06-23,Italy,1913.7620880644279
1994-06-23,Bolivia,1645.7194627482
1994-06-23,South Korea,1761.2780327452347
1994-06-23,Norway,1872.5947022473335
1994-06-24,Brazil,1954.082431276335
1994-06-24,Republic of Ireland,1868.4463677544138
1994-06-24,Russia,1831.2837379467937
1994-06-24,Mexico,1788.4717306043758
1994-06-24,Sweden,1894.2163514523122
1994-06-24,Cameroon,1746.5432344757296
1994-06-25,Netherlands,1965.2068637364423
1994-06-25,Saudi Arabia,1703.1457349769748
1994-06-25,Morocco,1722.6838557446508
1994-06-25,Belgium,1791.4587292789477
1994-06-25,Nigeria,1810.381480946391
1994-06-25,Argentina,1891.6549375206348
1994-06-26,Switzerland,1938.8441049967764
1994-06-26,United States,1670.9071554292038
1994-06-26,Greece,1644.5724890758117
1994-06-26,Bulgaria,1717.4218218188926
1994-06-26,Romania,1828.6238863620547
1994-06-26,Colombia,1796.536262507416
1994-06-27,Spain,1853.6799184123913
1994-06-27,Bolivia,1662.2622297015832
1994-06-27,South Korea,1744.7352657918514
1994-06-27,Germany,1983.018632007338
1994-06-28,Russia,1805.9647947963695
1994-06-28,Sweden,1919.5352946027365
1994-06-28,Cameroon,1731.2657019594658
1994-06-28,Norway,1854.154815252923
1994-06-28,Mexico,1816.7445140164834
1994-06-28,Italy,1932.2019750588383
1994-06-28,Brazil,1969.3599637925988
1994-06-28,Republic of Ireland,1840.1735843423062
1994-06-29,Netherlands,1928.9328831059604
1994-06-29,Belgium,1827.7327099094296
1994-06-29,Saudi Arabia,1726.3196972519524
1994-06-29,Morocco,1699.5098934696732
1994-06-30,Greece,1614.2058737297468
1994-06-30,Bulgaria,1747.7884371649575
1994-06-30,Nigeria,1794.75289653195
1994-06-30,Argentina,1907.283521935076
1994-07-02,Switzerland,1866.7214195884321
1994-07-02,Belgium,1782.0590004191695
1994-07-02,Spain,1887.10535020423
1994-07-02,Germany,1990.5094136569069
1994-07-03,Sweden,1931.7257579119391
1994-07-03,Saudi Arabia,1771.9934067422125
1994-07-03,Argentina,1833.7855599993616
1994-07-03,Romania,1853.6855667143434
1994-07-04,Brazil,1957.1695004833962
1994-07-04,Republic of Ireland,1832.8942556995125
1994-07-04,Netherlands,1948.2473443110914
1994-07-04,United States,1645.8454750769151
1994-07-05,Bulgaria,1821.2863991006718
1994-07-05,Italy,1915.6652848604288
1994-07-05,Mexico,1833.281204214893
1994-07-05,Nigeria,1829.5033836301825
1994-07-09,Netherlands,1968.4517214214698
1994-07-09,Brazil,1970.8829022673692
1994-07-09,Spain,1922.1091202812781
1994-07-09,Italy,1946.859530920018
1994-07-10,Romania,1873.7248828020804
1994-07-10,Sweden,1969.064533608227
1994-07-10,Germany,1999.2003754507928
1994-07-10,Bulgaria,1830.6352244554762
1994-07-13,Brazil,2009.0929738540651
1994-07-13,Sweden,1969.4669163726091
1994-07-13,Bulgaria,1866.479936523375
1994-07-13,Italy,1966.527942873722
1994-07-16,Sweden,1934.3056567669332
1994-07-16,Bulgaria,1836.4840817248491
1994-07-17,Brazil,2044.254233459741
1994-07-17,Italy,1996.5237976722478
1998-06-10,Norway,1936.995019625601
1998-06-10,Brazil,2081.978681470273
1998-06-10,Scotland,1755.9121585389034
1998-06-10,Morocco,1812.7260183517706
1998-06-11,Cameroon,1685.244122758982
1998-06-11,Italy,1935.6353826202358
1998-06-11,Chile,1806.9124166361578
1998-06-11,Austria,1705.5967778231454
1998-06-12,France,1988.3861450837821
1998-06-12,Paraguay,1731.4987056638417
1998-06-12,Saudi Arabia,1707.077997861961
1998-06-12,South Africa,1669.7466336346463
1998-06-12,Denmark,1843.8575191574366
1998-06-12,Bulgaria,1798.985998841574
1998-06-13,South Korea,1812.6199636115623
1998-06-13,Mexico,1860.8149091750524
1998-06-13,Netherlands,1957.7078278591514
1998-06-13,Nigeria,1742.7391062372737
1998-06-13,Belgium,1796.019799991501
1998-06-13,Spain,2002.771458271619
1998-06-14,Jamaica,1688.824268676551
1998-06-14,Croatia,1860.8216952144828
1998-06-14,Argentina,1886.8575075564756
1998-06-14,Japan,1754.192138880137
1998-06-14,Iran,1713.0572019565304
1998-06-14,Yugoslavia,1884.8863793051876
1998-06-15,Germany,2050.739290384005
1998-06-15,Colombia,1740.7592569359629
1998-06-15,Tunisia,1711.545915367092
1998-06-15,United States,1768.7015702071653
1998-06-15,England,1950.9881686380031
1998-06-15,Romania,1845.27826999048
1998-06-16,Brazil,2086.733441034617
1998-06-16,Scotland,1751.1573989745596
1998-06-16,Morocco,1814.8181707506144
1998-06-16,Norway,1934.902867226757
1998-06-17,Chile,1824.229697739555
1998-06-17,Austria,1712.3560887869246
1998-06-17,Cameroon,1678.4848117952029
1998-06-17,Italy,1918.3181015168386
1998-06-18,South Africa,1661.0923041603817
1998-06-18,Denmark,1870.6935300879463
1998-06-18,France,1997.0404745580468
1998-06-18,Saudi Arabia,1680.2419869314513
1998-06-19,Bulgaria,1801.785205457568
1998-06-19,Spain,1949.4792948153458
1998-06-19,Paraguay,1728.6994990478477
1998-06-19,Nigeria,1796.0312696935468
1998-06-20,Netherlands,1938.5962267639738
1998-06-20,Croatia,1896.6277862308023
1998-06-20,Belgium,1815.1314010866786
1998-06-20,Mexico,1912.47543327834
1998-06-20,South Korea,1760.9594395082747
1998-06-20,Japan,1741.7349184964767
1998-06-21,Argentina,1899.314727940136
1998-06-21,Iran,1702.0803085960783
1998-06-21,Germany,2059.723416140641
1998-06-21,Yugoslavia,1884.8863793051876
1998-06-21,United States,1759.7174444505295
1998-06-21,Jamaica,1653.0181776602315
1998-06-22,Tunisia,1700.3751782320508
1998-06-22,Colombia,1726.6270419468983
1998-06-22,England,1962.1589057730444
1998-06-22,Romania,1859.4104849795447
1998-06-23,Scotland,1758.2517008990242
1998-06-23,Morocco,1803.7739444373096
1998-06-23,Cameroon,1665.477958280202
1998-06-23,Norway,1927.8085653022924
1998-06-23,Italy,1931.3249550318394
1998-06-23,Chile,1807.909659584295
1998-06-23,Brazil,2097.7776673479216
1998-06-23,Austria,1728.6761269421845
1998-06-24,South Africa,1670.2541236289385
1998-06-24,Spain,1927.655954342112
1998-06-24,Denmark,1861.5317106193895
1998-06-24,Bulgaria,1779.7291669828555
1998-06-24,Nigeria,1818.0873081682594
1998-06-24,Paraguay,1750.5228395210816
1998-06-24,France,2006.4035388383886
1998-06-24,Saudi Arabia,1670.8789226511094
1998-06-25,United States,1716.968977797081
1998-06-25,Belgium,1814.9020708582677
1998-06-25,Mexico,1912.7047635067509
1998-06-25,South Korea,1740.7715364115484
1998-06-25,Germany,2039.9103085307136
1998-06-25,Yugoslavia,1884.8863793051876
1998-06-25,Netherlands,1958.7841298607002
1998-06-25,Iran,1744.8287752495269
1998-06-26,Colombia,1746.181354789568
1998-06-26,Tunisia,1680.820865389381
1998-06-26,England,1931.921592995102
1998-06-26,Romania,1889.647797757487
1998-06-26,Jamaica,1638.6310097264352
1998-06-26,Japan,1716.4357006550085
1998-06-26,Croatia,1921.9270040722704
1998-06-26,Argentina,1913.7018958739322
1998-06-27,Norway,1977.3385873689422
1998-06-27,Italy,1940.267078788645
1998-06-27,Chile,1789.821061152978
1998-06-27,Brazil,2048.247645281272
1998-06-28,Denmark,1849.7538392562249
1998-06-28,Paraguay,1815.686222062149
1998-06-28,France,2018.1814102015533
1998-06-28,Nigeria,1752.923925627192
1998-06-29,Mexico,1924.624052870842
1998-06-29,Germany,2048.305172441354
1998-06-29,Yugoslavia,1884.8863793051876
1998-06-29,Netherlands,1946.864840496609
1998-06-30,England,1966.0365580775854
1998-06-30,Argentina,1935.9567218467641
1998-06-30,Romania,1868.3226635179678
1998-06-30,Croatia,1899.6721780994385
1998-07-03,Denmark,1902.7328486698984
1998-07-03,Italy,1964.8920447171868
1998-07-03,Brazil,2060.0830821083996
1998-07-03,France,2027.1302660004915
1998-07-04,Argentina,1929.9995355328697
1998-07-04,Germany,2061.280608880079
1998-07-04,Croatia,1935.523978518578
1998-07-04,Netherlands,1966.866094512862
1998-07-07,Netherlands,1985.6237022962089
1998-07-07,Brazil,2071.195800422352
1998-07-08,Croatia,2018.0288688231806
1998-07-08,France,2014.0580934874602
1998-07-11,Croatia,1996.1158090722029
1998-07-11,Netherlands,2000.2794134636433
1998-07-12,France,2035.9711532384379
1998-07-12,Brazil,2056.5400892549173
2002-05-31,Senegal,1776.6586052446692
2002-05-31,France,2080.3978887785206
2002-06-01,Denmark,1895.7516195697876
2002-06-01,Republic of Ireland,1884.885995223352
2002-06-01,Germany,1880.9032311739447
2002-06-01,Uruguay,1836.2943893819581
2002-06-01,Cameroon,1858.9812341853508
2002-06-01,Saudi Arabia,1756.1526347832998
2002-06-02,Slovenia,1759.8179719032144
2002-06-02,Spain,1946.1639346615639
2002-06-02,England,1925.410362475994
2002-06-02,Nigeria,1841.1953939186615
2002-06-02,Argentina,2028.784921926042
2002-06-02,Sweden,1879.3725314769092
2002-06-02,Paraguay,1754.0014544331675
2002-06-02,South Africa,1702.0288772046567
2002-06-03,Italy,1980.819722309981
2002-06-03,Brazil,1894.3683015622962
2002-06-03,Croatia,1863.4626834796636
2002-06-03,Turkey,1744.9035950816635
2002-06-03,Mexico,1858.640442162391
2002-06-03,Ecuador,1763.7929085055503
2002-06-04,Poland,1749.753528736195
2002-06-04,China,1745.660304314445
2002-06-04,Belgium,1856.3537968952742
2002-06-04,South Korea,1799.2150052475997
2002-06-04,Japan,1854.4445187393903
2002-06-04,Costa Rica,1798.0524521767204
2002-06-05,United States,1828.648399626804
2002-06-05,Germany,1911.5714609559202
2002-06-05,Republic of Ireland,1874.466654882174
2002-06-05,Russia,1785.9201815781414
2002-06-05,Portugal,1969.3664456489387
2002-06-05,Tunisia,1716.5075732406228
2002-06-06,France,2025.7466341946993
2002-06-06,Uruguay,1802.8094489167402
2002-06-06,Senegal,1831.3098598284905
2002-06-06,Cameroon,1869.4005745265288
2002-06-06,Saudi Arabia,1725.4844050013244
2002-06-06,Denmark,1929.2365600350056
2002-06-07,Nigeria,1831.5733613738616
2002-06-07,Sweden,1891.2888003857477
2002-06-07,England,1913.4940935671555
2002-06-07,Spain,1960.6839449866684
2002-06-07,Argentina,2038.4069544708418
2002-06-07,Paraguay,1741.6565397073657
2002-06-08,Slovenia,1745.2979615781098
2002-06-08,China,1694.5324206605515
2002-06-08,South Africa,1714.3737919304585
2002-06-08,Croatia,1824.6765832347176
2002-06-08,Italy,1993.315377057736
2002-06-08,Brazil,1905.89791436778
2002-06-09,Japan,1846.192774724061
2002-06-09,Costa Rica,1849.180335830614
2002-06-09,Russia,1810.5659429290806
2002-06-09,Turkey,1733.3739822761797
2002-06-09,Ecuador,1751.2972537577953
2002-06-09,Mexico,1897.4265424073371
2002-06-10,Portugal,1935.8665757246922
2002-06-10,Tunisia,1691.8618118896836
2002-06-10,Belgium,1864.6055409106034
2002-06-10,Poland,1722.9999335156242
2002-06-10,United States,1862.1482695510504
2002-06-10,South Korea,1825.9686004681705
2002-06-11,Denmark,1913.7828587809838
2002-06-11,Senegal,1846.7635610825123
2002-06-11,Republic of Ireland,1885.726725447724
2002-06-11,Germany,1900.3113903903702
2002-06-11,France,2003.8359822190332
2002-06-11,Uruguay,1824.7201008924062
2002-06-11,Saudi Arabia,1713.654372681906
2002-06-11,Cameroon,1881.2306068459472
2002-06-12,Nigeria,1814.4685022705344
2002-06-12,Sweden,1908.393659489075
2002-06-12,Slovenia,1721.185083365924
2002-06-12,South Africa,1738.4866701426445
2002-06-12,England,1960.5906179359251
2002-06-12,Spain,1973.0561900317896
2002-06-12,Argentina,1991.3104301020721
2002-06-12,Paraguay,1729.2842946622445
2002-06-13,China,1678.4693160930913
2002-06-13,Croatia,1874.1402534914926
2002-06-13,Mexico,1909.1360452186843
2002-06-13,Ecuador,1739.587750946448
2002-06-13,Italy,1943.851706800961
2002-06-13,Brazil,1921.9610189352402
2002-06-13,Costa Rica,1832.6226850688615
2002-06-13,Turkey,1749.9316330379322
2002-06-14,Tunisia,1698.0528083920333
2002-06-14,Belgium,1858.4145444082537
2002-06-14,Poland,1707.0554490578447
2002-06-14,United States,1867.5978047783658
2002-06-14,South Korea,1820.519065240855
2002-06-14,Japan,1865.0425188868633
2002-06-14,Russia,1791.7161987662785
2002-06-14,Portugal,1951.8110601824717
2002-06-15,Denmark,1957.4948871089273
2002-06-15,England,1956.6313446141357
2002-06-15,Paraguay,1785.917273638463
2002-06-15,Germany,1955.606597944882
2002-06-16,Republic of Ireland,1927.4896494903314
2002-06-16,Senegal,1836.6385383619486
2002-06-16,Sweden,1906.919762481269
2002-06-16,Spain,1991.9847068935794
2002-06-17,United States,1814.8347498187004
2002-06-17,Belgium,1875.032128067362
2002-06-17,Brazil,1976.0715673774496
2002-06-17,Mexico,1903.5643628948665
2002-06-18,Japan,1880.9710787574622
2002-06-18,Italy,1949.4233891247789
2002-06-18,South Korea,1853.21375095693
2002-06-18,Turkey,1778.4393209600198
2002-06-21,United States,1882.1282933120128
2002-06-21,England,2023.9583334065203
2002-06-21,Brazil,1997.5962009404877
2002-06-21,Germany,1966.0905029407925
2002-06-22,Spain,1978.7551111288476
2002-06-22,Senegal,1880.2676208659886
2002-06-22,South Korea,1882.8864777911879
2002-06-22,Turkey,1824.1831443531405
2002-06-25,South Korea,1882.5297637303547
2002-06-25,Germany,1981.5408648350074
2002-06-26,Brazil,2038.0502542098404
2002-06-26,Turkey,1866.8215454308274
2002-06-29,South Korea,1852.444375566381
2002-06-29,Turkey,1856.4140887991973
2002-06-30,Germany,2011.626252998981
2002-06-30,Brazil,2048.4577108414705
2006-06-09,Poland,1841.0922147817812
2006-06-09,Germany,1927.0547021061636
2006-06-09,Ecuador,1722.1729922617417
2006-06-09,Costa Rica,1735.747610614822
2006-06-10,Trinidad and Tobago,1655.358766147632
2006-06-10,Sweden,1866.4548663054643
2006-06-10,England,1998.0548102549283
2006-06-10,Ivory Coast,1880.805958928515
2006-06-10,Argentina,1965.6271905066149
2006-06-10,Paraguay,1816.5124279958704
2006-06-11,Portugal,1940.2733952449998
2006-06-11,Netherlands,2000.4243432271594
2006-06-11,Iran,1895.7336474697106
2006-06-11,Angola,1648.8712582997152
2006-06-11,Mexico,1846.6053797540314
2006-06-12,United States,1885.3276177228313
2006-06-12,Italy,1965.5095015687466
2006-06-12,Australia,1898.8405692226481
2006-06-12,Czech Republic,1997.2506499872268
2006-06-12,Japan,1838.2783433467598
2006-06-12,Ghana,1727.4097656247136
2006-06-13,Switzerland,1832.1905740448635
2006-06-13,Croatia,1863.872089220334
2006-06-13,Togo,1627.1471958117659
2006-06-13,South Korea,1812.4870766119368
2006-06-13,Brazil,2069.329997580228
2006-06-13,France,1990.4598307255928
2006-06-14,Germany,1941.2302967073638
2006-06-14,Tunisia,1782.372496781225
2006-06-14,Saudi Arabia,1620.0204717736929
2006-06-14,Poland,1770.9767612969267
2006-06-14,Ukraine,1805.6055505150387
2006-06-14,Spain,1992.010577149025
2006-06-15,England,2007.9614088498047
2006-06-15,Paraguay,1806.605829400994
2006-06-15,Trinidad and Tobago,1664.637470621445
2006-06-15,Ecuador,1792.2884457465962
2006-06-15,Sweden,1857.1761618316514
2006-06-15,Costa Rica,1721.5720160136218
2006-06-16,Ivory Coast,1865.4122562036985
2006-06-16,Angola,1633.9070832462733
2006-06-16,Mexico,1885.0631383995853
2006-06-16,Argentina,1981.0208932314315
2006-06-16,Netherlands,2023.7039313916648
2006-06-17,United States,1834.6285661878183
2006-06-17,Ghana,1716.163194549915
2006-06-17,Italy,1976.7560726435452
2006-06-17,Czech Republic,2047.9497015222398
2006-06-17,Portugal,1955.2375702984418
2006-06-17,Iran,1857.2758888241567
2006-06-18,Australia,1924.4085392954125
2006-06-18,Croatia,1855.05231571247
2006-06-18,South Korea,1822.214192668643
2006-06-18,Brazil,2078.1497710880917
2006-06-18,Japan,1812.7103732739956
2006-06-18,France,1971.5247275076579
2006-06-19,Ukraine,1787.4607124124832
2006-06-19,Saudi Arabia,1639.1660972169916
2006-06-19,Tunisia,1763.2268713379262
2006-06-19,Switzerland,1851.1256772627985
2006-06-19,Spain,2010.1554152515805
2006-06-19,Togo,1617.4200797550598
2006-06-20,Poland,1760.5209272180932
2006-06-20,Paraguay,1788.8500001990324
2006-06-20,Germany,1951.6861307861973
2006-06-20,Trinidad and Tobago,1658.1310347340598
2006-06-20,England,2014.4678447371898
2006-06-20,Ecuador,1820.885391220296
2006-06-20,Sweden,1874.931991033613
2006-06-20,Costa Rica,1692.975070539922
2006-06-21,Ivory Coast,1854.348523980178
2006-06-21,Angola,1656.8887286928314
2006-06-21,Mexico,1862.0814929530272
2006-06-21,Argentina,2001.9204233985176
2006-06-21,Portugal,1977.0536900559737
2006-06-21,Netherlands,2034.7676636151853
2006-06-21,Iran,1835.4597690666249
2006-06-22,Italy,1958.6842001511377
2006-06-22,Czech Republic,1964.868585592687
2006-06-22,Brazil,2095.102857990807
2006-06-22,Japan,1807.7769827504621
2006-06-22,United States,1852.7004386802257
2006-06-22,Australia,1907.455452392697
2006-06-22,Ghana,1799.244310479468
2006-06-22,Croatia,1859.9857062360036
2006-06-23,Ukraine,1835.9417618824434
2006-06-23,Togo,1588.9305601976391
2006-06-23,South Korea,1840.6763115142708
2006-06-23,France,1953.06260866203
2006-06-23,Saudi Arabia,1590.6850477470314
2006-06-23,Tunisia,1752.470997031877
2006-06-23,Switzerland,1879.6151968202191
2006-06-23,Spain,2020.9112895576297
2006-06-24,Argentina,2012.8632129909379
2006-06-24,Germany,1973.6722615916174
2006-06-24,Mexico,1848.5889911410534
2006-06-24,Sweden,1878.3311319721902
2006-06-25,England,2011.0687037986127
2006-06-25,Ecuador,1798.899260414876
2006-06-25,Portugal,1990.5461918679475
2006-06-25,Netherlands,2023.824874022765
2006-06-26,Switzerland,1907.5214111306095
2006-06-26,Australia,1911.9570297233922
2006-06-26,Ukraine,1851.4245995687243
2006-06-26,Italy,2017.024457661062
2006-06-27,Ghana,1825.2492598581052
2006-06-27,Spain,2028.7114504342117
2006-06-27,Brazil,2121.7540988657292
2006-06-27,France,1969.2079665652132
2006-06-30,Argentina,2023.6195580313943
2006-06-30,Ukraine,1864.0638766975555
2006-06-30,Italy,2031.122595059192
2006-06-30,Germany,1995.7386738362668
2006-07-01,England,2019.6017627861477
2006-07-01,Brazil,2131.4755893853353
2006-07-01,France,2033.5282916726344
2006-07-01,Portugal,2014.8548032418323
2006-07-04,Germany,1989.5993330114463
2006-07-04,Italy,2049.6998401338524
2006-07-05,France,2078.9832994813114
2006-07-05,Portugal,2023.6349603124797
2006-07-08,Germany,1939.4541330890443
2006-07-08,Portugal,1989.8005137448736
2006-07-09,Italy,2099.845040056254
2006-07-09,France,2112.817746048918
2010-06-11,Mexico,1942.9180845486867
2010-06-11,France,1876.9199719975052
2010-06-11,Uruguay,1904.3222577369247
2010-06-11,South Africa,1703.5671044194783
2010-06-12,England,2044.8633195401192
2010-06-12,Nigeria,1808.205770537677
2010-06-12,Argentina,1962.900270019992
2010-06-12,South Korea,1882.8429693789988
2010-06-12,United States,1834.4584809074447
2010-06-12,Greece,1728.6774811586008
2010-06-13,Serbia,1904.0425162424533
2010-06-13,Slovenia,1714.7029354120302
2010-06-13,Australia,1845.8046895628552
2010-06-13,Ghana,1755.4134776500212
2010-06-13,Algeria,1632.4606645789781
2010-06-13,Germany,1971.8695076001643
2010-06-14,Netherlands,2048.258539061995
2010-06-14,Cameroon,1780.793261078535
2010-06-14,Denmark,1781.3903714510755
2010-06-14,Italy,1951.143543204028
2010-06-14,Japan,1742.5681864429087
2010-06-14,Paraguay,1807.1537230892
2010-06-15,Slovakia,1695.8690224353059
2010-06-15,Ivory Coast,1831.2702890965409
2010-06-15,Brazil,2181.580000797144
2010-06-15,North Korea,1632.720679864647
2010-06-15,Portugal,1898.7876386040762
2010-06-15,New Zealand,1683.3514628952032
2010-06-16,South Africa,1714.9933964766383
2010-06-16,Uruguay,1893.7893790274607
2010-06-16,Chile,1950.055167951036
2010-06-16,Switzerland,1766.678699564274
2010-06-16,Honduras,1780.0906550946606
